id,person_id,place_id,earliest_attested_day,earliest_attested_year,earliest_attested_month,latest_attested_day,latest_attested_year,latest_attested_month,role,hypothesized,resident,source,movement_notes
1004,90,1,,1537,,,,,Scholar,false,false,"Picot, les italiens en France, p. 276",<p>He was naturalized as a French in recognition of his service by the King Fran&ccedil;ois I.</p>
1567,558,124,,1537,1,,1537,8,Agent of the Strozzi family,false,true,"<p>Campitelli, Un diplomatico in esilio, pp. 94-95 e 106</p>",<p>He had business in Lyon and was an agent of the Florentine exiles.</p>
1568,,124,,1537,1,,1537,8,Agent of the Strozzi family,false,true,"<p>Campitelli, Un diplomatico in esilio, pp. 94-95</p>",<p>He had business in Lyon and was an agent of the Florentine exiles.</p>
989,81,1,,1537,,,,,Artist,false,false,"DBI, ad vocem",<p>He moved to France at the pleasure of the King Fran&ccedil;ois I.</p>
974,78,121,1537-03-09,1537,3,,,,Ambassador,false,false,"Campitelli, Un diplomatico in esilio, p. 97",<p>He went to the French Court in Compi&egrave;gne.</p>
976,78,1,1537-05-19,1537,5,1537-07-14,1537,7,Ambassador,false,false,"<p>Campitelli, Un diplomatico in esilio, pp. 101-105.</p>",<p>He went to Paris to meet the King Fran&ccedil;ois I (Cavalcanti is mentioned in a letter of an agent of Cardinal Salviati) and sent letters to Filippo Strozzi and Cardinal Salviati.</p>
975,78,111,1537-03-13,1537,3,1537-03-17,1537,3,Ambassador,false,false,"<p>Campitelli, Un diplomatico in esilio, p. 97.</p>",<p>He followed the King Fran&ccedil;ois I and his court in Amiens.</p>
973,78,124,1537-03-26,1537,3,1537-05-11,1537,5,Ambassador,false,false,"<p>Campitelli, Un diplomatico in esilio, pp. 97-101.</p>","<p>During his diplomatic mission he stayed in Lyon and sent letters to Filippo Strozzi and Cardinals Salviati, Ridolfi and Gaddi. Luigi Alamanni was at the French court.</p>"
1003,90,124,1536-06-10,1536,6,,,,Agent of Filippo Strozzi,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 141",<p>He was mentioned in a letter of Luigi Alamanni.</p>
1101,56,131,1536-04-15,1536,4,,,,Prosecutor of the Florentine exiles,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 135-137.</p>",<p>He wrote a letter to Filippo Strozzi.</p>
1104,56,124,1536-06-10,1536,6,1536-07-28,1536,7,Prosecutor of the Florentine exiles,false,false,"Bramanti, Lettere di Luigi Alamanni, pp. 141-146",<p>He wrote letters to Filippo Strozzi.</p>
1102,56,127,1536-05-07,1536,5,,,,Prosecutor of the Florentine exiles,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 138",<p>He wrote a letter to Filippo Strozzi. Alamanni proposed himself as a mediator for the Florentine exiles in France.</p>
1225,58,124,,1536,,,,,Banker,false,true,"<p>DBI, ad vocem.</p>",<p>He advanced 22500 livres tournois to the King Fran&ccedil;ois I.</p>
1266,64,124,,1536,,,1537,,,true,true,,
1125,74,124,,1536,7,,1537,10,Agent of Filippo Strozzi,false,false,"Simoncelli, Fuoriuscitismo, ad vocem",<p>He had business in Lyon.</p>
1106,56,116,1536-09-17,1536,9,1536-11-27,1536,11,Prosecutor of the Florentine exiles,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 149-152</p>",<p>He wrote letters to Filippo Strozzi.</p>
1103,56,132,1536-05-21,1536,5,,,,Prosecutor of the Florentine exiles,false,false,"Bramanti, Lettere di Luigi Alamanni, p.139",<p>He wrote a letter to Filippo Strozzi.</p>
1105,56,135,1536-08-11,1536,8,,,,Prosecutor of the Florentine exiles,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 147-148.</p>",<p>He wrote a letter to Filippo Strozzi.</p>
1067,127,124,,1536,1,,,,Merchant,false,true,"Picot, Les italiens en France, p. 115",<p>He was naturalized as French by the King.</p>
1535,85,124,,1535,,,1537,,Merchant,false,true,"<p>1535: BNP, Fran&ccedil;ais 2961, cc. 104r-v - 1536-1537: Picot, Les italiens en France, p. 81</p>",<p>1535: Del Bene and other merchants in Lyon sent a letter to the King Fran&ccedil;ois I - 1536: He had the salt trade monopoly in the Rhone area - 1537: Del Bene and Guadagni family became business partners.</p>
1029,64,175,1535-06-24,1535,6,,,,Agent of Filippo Strozzi,false,false,"<p>Baroni, La nunziatura in Francia di Rodolfo Pio (1535-1537), pp. 198-199</p>","<p>He was mentioned in a letter of the nuncio Rodolfo Pio to Ambrogio Recalcati, as agent of Filippo Strozzi at the French court.</p>"
1499,64,176,1535-07-14,1535,7,,,,Agent of Filippo Strozzi,false,false,"<p>Baroni, La nunziatura in Francia di Rodolfo Pio, pp. 198-199.</p>",<p>He was mentioned in a letter of the nuncio Rodolfo Pio to Ambrogio Recalcati.</p>
1187,129,1,,1534,7,,,,Merchant,false,false,"Niccolini, Filippo Strozzi, pp. 191-193",He sent a letter to Francesco Vettori
1462,94,124,,1534,,,1536,,Merchant,true,true,,
1272,127,124,,1534,,,1535,,Merchant,true,true,,
1378,311,124,1534-02-12,1534,2,,,,Merchant,false,false,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 383</p>",<p>Martino di Saux Chambord appointed Averardo and Piero Salviati as Prosecutors.</p>
1377,312,124,1534-02-12,1534,2,,,,Merchant,false,false,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXVI, num. 383</p>",<p>Martino Saux Chambord appointed as Prosecutors Averardo and Piero Salviati</p>
1330,91,168,,1533,12,,,,Clergyman,false,false,"<p>DBI, ad vocem.</p>",<p>He obtained the diocese of Sarlat by the King Fran&ccedil;ois I.</p>
1077,79,126,,1533,10,,,,Lady-in-waiting to Catherine de' Medici,false,false,"Campitelli, Lucrezia Del Bene, p. 86",<p>She moved to France to became Lady-in-waiting to Catherine de' Medici.</p>
1066,127,124,1533-10-16,1533,10,1533-11-14,1533,11,Merchant,false,true,"<p>Picot, Les italiens en France, p. 115.</p>",<p>16-10-1533- He received money from the King to buy beads for Catherine de' Medici -14-11-1533- He received money from the King.</p>
1436,374,126,,1533,9,,,,Lady-in-waiting to Catherine de' Medici,false,false,"<p>DBI, ad vocem</p>",<p>She took part at the marriage of Catherine de' Medici</p>
1133,91,126,,1533,10,,,,Clergyman,false,false,"<p>DBI, ad vocem.</p>",<p>He took part at the marriage between Catherine de' Medici and Henri de Valois.</p>
1418,305,126,,1533,9,,,,Captain of the Roman ships,false,false,"<p>DBI, ad vocem</p>",<p>He accompanied the Pope Clemente VII to Marseille at the weeding of Catherine de' Medici</p>
1265,64,124,,1533,,,1534,,Merchant,true,true,,
1235,96,116,1533-05-29,1533,5,,,,Merchant,false,false,"<p>Picot, Les italiens en France, p. 80.</p>",<p>Death.</p>
1002,90,1,,1533,6,,,,Scholar,false,false,"Picot, les italiens en France, p. 276",<p>He was appointed Legal Advisor at the Parlement of Paris by the King Fran&ccedil;ois I.</p>
1184,129,126,,1533,10,,,,Family reasons,false,false,"Simonetta, Caterina de' Medici, p. 87",<p>He attended the wedding between Catherine de' Medici and Henri de Valois</p>
1186,129,142,,1533,12,,,,Merchant,false,false,"Simonetta, Caterina de' Medici, p. 91",He sent a letter to Benvenuto Olivieri
1185,129,124,,1533,12,,,,Merchant,false,false,"Simonetta, Caterina de' Medici, pp. 90-91",He sent a letter to Benvenuto Olivieri
1183,129,145,,1533,9,,,,Family reasons,false,false,"Simonetta, Caterina de' Medici, p. 84",<p>He accompanied Catherine de' Medici in France.</p>
1262,57,124,,1533,,,1540,,Merchant,true,true,,<p>He had commercial and business interests in Lyon.</p>
964,86,1,,1533,6,,,,Exile,false,false,"<p>Picot, les italiens en France, p. 89.</p>",<p>He arrived in France and married Costanza Buonaccorsi.</p>
972,78,126,,1533,10,,,,,false,false,"<p>Campitelli, Un diplomatico in esilio, p. 81.</p>","<p>Following Cardinal Giovanni Salviati, he attended the marriage of Catherine de' Medici and Henry de Valois.</p>"
1325,287,1,,1533,,,,,Marriage,false,false,"<p>DBI, Del Bene Bartolomeo.</p>",<p>She married Bartolomeo Del Bene.</p>
1098,56,120,1532-06-22,1532,6,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p.133",<p>He was with the King Fran&ccedil;ois I and wrote a letter to Francesco degli Albizzi.</p>
1453,94,124,,1532,,,1533,,Merchant,false,true,"<p>DBI, ad vocem</p>","<p>1532: He was appointed ""receveur ordinaire du domaine"" of the King in Lyon - 1533: He was appointed Master of the house of the King.</p>"
1459,382,124,,1532,,,1536,,Scholar,false,true,"<p>DBI, Gondi Guidobaldo</p>",<p>She hosted in her house a literary circle</p>
1099,56,113,1532-07-25,1532,7,,,,Ambassador,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 133",<p>Alamanni replaced Baldassare Carducci (sick) as Florentine ambassador to the King of France.</p>
1014,57,124,1532-06-22,1532,6,,,,Merchant,false,true,"Bramanti, Lettere di Luigi Alamanni, p. 133",<p>Luigi Alamanni sent a letter to Albizzi who was in Lyon.</p>
1028,64,124,1532-03-21,1532,3,,,,Merchant,false,false,"<p>ASF, CS, serie III, 116, cc. 109-110</p>",<p>He became associated in Lyon with Filippo Strozzi and Neri Capponi.</p>
1148,128,124,,1532,8,,1533,11,Merchant,false,true,"<p>Picot, Les italiens en France, pp. 115-116.</p>",<p>He received money from the King.</p>
1100,56,110,,1532,,,1535,,Exile,false,true,"Bramanti, Lettere di Luigi Alamanni, p. 133",<p>Restricted to Provence for three years by Alessandro de' Medici.</p>
1149,128,124,,1531,,,,,Merchant,true,true,,
1310,67,1,,1530,,,1532,,Courtesan,false,true,"<p>DBI, ad vocem.</p>","<p>1530: Buondelmonti persuaded the King Fran&ccedil;ois I to help Florence during the siege.</p>
<p>1531: He paid the rent of a house in Paris for the Florentine painter Giovan Battista di Jacopo Gasparre, known as Rosso Fiorentino.</p>
<p>1532: The painter Antonio di Bernardo Mini gave him a painting for the King Fran&ccedil;ois I.</p>"
1438,375,124,,1530,,,,,Musician,false,true,"<p>DBI, ad vocem</p>",<p>He was the organist at Saint-Dizier in Lyon</p>
1147,128,124,1530-05-06,1530,5,,,,Merchant,false,true,"<p>Picot, Les italiens en France, p. 116.</p>",<p>He sent a letter to Anne de Montmorency.</p>
970,78,124,1529-07-04,1529,7,,,,Secretary of the Florentine ambassador,false,false,"Campitelli, Un diplomatico in esilio, pp. 50-51",<p>He stopped in Lyon during his diplomatic mission in France.</p>
971,78,119,1529-07-11,1529,7,1529-09-15,1529,9,Secretary of the Florentine ambassador,false,false,"Campitelli, Un diplomatico in esilio, pp. 51-55","<p>During his diplomatic mission he sent letters to Florence and he was mentioned in letters of the Florentine ambassador Baldassarre Carducci.</p>
<p>11-7-1529: He was mentioned in a letter of Baldassarre Carducci- 15-9-1529: He sent a letter to Florence.</p>"
994,59,124,,1529,6,,1530,6,Consul of the Florentin Nation in Lyon,false,true,"<p>ASF, Dieci di Libert&agrave; e Pace, Legazioni e Commissarie, 48, c. 138v e 98, c. 137v.</p>","<p>As consul, he had the task of finding money for the Republic of Florence during the siege.</p>"
1182,129,124,,1528,9,,1529,4,Merchant,false,false,"<p>1528: Niccolini, Filippo Strozzi, pp 179-180 - 1529: &nbsp;Elam, Art in the service of Liberty, pp. 98-102 (1529)</p>",<p>Maria Salviati asks Filippo Strozzi for money (9/1528); Filippo Strozzi received letters from his son Piero (11/3/1529) and his brother Lorenzo (4/4/1529).</p>
1437,53,124,,1528,,,1540,,Musician,false,true,"<p>DBI, ad vocem</p>",<p>Organist at Notre-Dame-de-Confort.</p>
1154,58,124,,1528,,1530-04-25,1530,4,Banker,false,true,"<p>1528-1529: DBI, ad vocem; 25-4-1530: Bramanti, Lettere di Luigi Alamanni, p. 122.</p>",<p>1528: He had tax contracts in Lyon - 1529: Albizzi is mentioned in a letter from Suriano (Venetian ambassador) - 25-4-1530: Albizzi is mentioned in a letter from Luigi Alamanni.</p>
1132,91,1,,1528,,,,,Clergyman,false,false,"Picot, les italiens en France, p. 45",<p>He spent some time at the French court.</p>
1303,258,116,,1528,,,,,Scholar,false,false,"<p>Tomasi, Appunti sulle satire di Luigi Alamanni, p. 37.</p>","<p>He created a codex of the ""Salmi"" of Luigi Alamanni.</p>"
1522,88,1,,1527,,,,,Banker,false,true,"<p>Picot, Les italiens en France, pp. 95-96</p>",<p>He moved to Paris.</p>
1223,58,1,1527-02-14,1527,2,1527-05-14,1527,5,Prisoner,false,false,"<p>DBI, ad vocem.</p>",<p>Albizzi was arrested for embezzlement with J. de Baulne de Semblan&ccedil;ay.</p>
1258,59,124,,1527,,,1529,,,true,true,,
1283,128,124,,1527,,,1529,,Merchant,true,true,,
1306,65,124,,1527,,,,,Merchant,false,false,"<p>DBI, ad vocem.</p>",<p>He sent a letter probably to the Gonfalonier Niccol&ograve; Capponi.</p>
1146,128,124,1526-10-01,1526,10,1526-12-22,1526,12,Merchant,false,true,"1-10-1526: Picot, Les italiens en France, p. 116
22-12-1526: Picot, Les italiens en France, p. 116",<p>1-10-1526: He received money from the King to give hospitality to the French ambassador Jean de Calvimont who was going to the Emperor Charles V - 22-12-1526: King Fran&ccedil;ois I returned to Spina the borrowed &nbsp;money for war in Italy.</p>
1001,90,135,,1526,,,,,Scholar,false,false,"Picot, les italiens en France, p. 276",<p>Professor of law at the University of Valence.&nbsp;</p>
1097,56,124,1526-01-01,1526,1,,,,,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, p. 101.</p>",<p>He wrote a letter to Bernardo Altoviti.</p>
993,59,124,1526-01-01,1526,1,,,,Merchant,false,true,"Bramanti, Lettere di Luigi Alamanni, p. 101",<p>Luigi Alamanni sent a letter to him.</p>
1095,56,110,1525-01-04,1525,1,,,,Agent of the Florentine exiles,false,false,"Bramanti, Lettere di Luigi Alamanni, p.94",<p>He wrote a letter to Battista Della Palla.</p>
1096,56,134,1525-05-18,1525,5,1525-08-15,1525,8,Courtesan,false,false,"Bramanti, Lettere di Luigi Alamanni, pp. 96-100","<p>Alamanni accompanied Marguerite of&nbsp;Angoul&ecirc;me in his trip to Spain to free her brother, the king Fran&ccedil;ois I.</p>"
1044,93,110,1525-01-04,1525,1,,,,Agent of the Florentine anti-Medici faction,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, p. 95.</p>",<p>He was mentioned in a letter of Luigi Alamanni. Girolami was at the French court.</p>
1329,89,110,1525-05-18,1525,5,1525-08-15,1525,8,Agent of the Florentine anti-Medici faction,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 96-100.</p>",<p>Luigi Alamanni sent letters to him.</p>
1374,127,124,1525-06-02,1525,6,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze I, XXII, num 376</p>","<p>Spina, in name of the Salviati Bank, protested against Giovanni Francesco Bini.</p>"
1334,291,1,,1525,11,,,,Merchant,false,false,"<p>DBI, Girolami Giovanni.</p>",<p>He was naturalized as a French by the King.</p>
1375,64,124,1525-06-02,1525,6,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXII, num. 376</p>","<p>Leonardo Spina, in name of the Salviati Bank, protested against Giovan Francesco Bini</p>"
1045,93,1,,1525,11,,,,Courtesan,false,false,"<p>DBI, ad vocem.</p>",<p>He was naturalized as a French by the King.</p>
1174,68,110,1525-01-04,1525,1,1525-08-15,1525,8,,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 94-100.</p>","<p>4-1-1525: He sent a letter to Battista Della Palla.</p>
<p>18-5-1525 and 15-8-1525: Luigi Alamanni sent letters to him.</p>"
1171,68,123,1524-03-02,1524,3,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 68","<p>With Luigi Alamanni, he sent a letter to Battista Della Palla.</p>"
1093,56,110,1524-04-10,1524,4,1524-08-25,1524,8,,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 71-77.</p>","<p>Hosted by Giuliano Buonaccorsi, Alamanni wrote letters with Zanobi Buondelmonti to Battista Della Palla.</p>"
1089,56,116,,1524,1,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 65","<p>In a letter to Battista Della Palla of 20 January 1524, Alamanni wrote that a few days before he had been in Avignon.</p>"
1091,56,126,,1524,1,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 65","<p>In a letter to Battista Della Palla of 20 January 1524, Alamanni wrote that he was moving to Marseille.</p>"
1092,56,123,1524-03-02,1524,3,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 68",<p>Alamanni wrote a letter to Battista Della Palla regarding the political situation.</p>
1094,56,124,1524-08-25,1524,8,1524-10-08,1524,10,,false,false,"Bramanti, Lettere di Luigi Alamanni, pp. 76-90","<p>He wrote letters to Battista Della Palla. Alamanni was a respected member of the ""Natione fiorentina"" in Lyon.</p>"
1090,56,129,1524-01-20,1524,1,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 64",<p>He wrote a letter to Battista Della Palla.</p>
1042,93,118,1524-04-10,1524,4,1524-05-22,1524,5,Agent of the Florentine anti-Medici faction,false,false,"Bramanti, Lettere di Luigi Alamanni, pp. 71-75",<p>He was mentioned in letters of Luigi Alamanni. Girolami was at the French court.</p>
1043,93,116,1524-09-19,1524,9,,,,Agent of the Florentine anti-Medici faction,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 81",<p>He was mentioned in a letter of Luigi Alamanni. Girolami was at the French court.</p>
1039,93,129,1524-01-20,1524,1,,,,Agent of the Florentine anti-Medici faction,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 64",<p>He was mentioned in a letter of Luigi Alamanni.</p>
1041,93,123,1524-03-02,1524,3,,,,Agent of the Florentine anti-Medici faction,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 68",<p>He was mentioned in letters of Luigi Alamanni.</p>
1040,93,126,1524-01-21,1524,1,,,,Agent of the Florentine anti-Medici faction,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 65",<p>He was mentioned in a letter of Luigi Alamanni.</p>
1055,67,118,1524-01-20,1524,1,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 64",<p>Luigi Alamanni sent him a letter.</p>
1328,89,167,1524-10-08,1524,10,,,,Agent of the Florentine anti-Medici faction,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, p. 88.</p>",<p>Luigi Alamanni sent a letter to him. The King and his court were moving to Italy.</p>
1327,89,118,1524-01-20,1524,1,,,,Agent of the Florentine anti-Medici faction,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, p. 64.</p>",<p>Luigi Alamanni sent a letter to him.</p>
985,89,118,1524-04-10,1524,4,1524-05-22,1524,5,Agent of the Florentine anti-Medici faction,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 71-75.</p>","<p>Luigi Alamanni sent letters to Della Palla, asking for news from the French court.</p>"
1176,92,124,1534-10-04,1524,10,1525-01-04,1525,1,Merchant,false,false,"4-10-1524: Bramanti, Lettere di Luigi Alamanni, p. 86
-4-1-1525: Bramanti, Lettere di Luigi Alamanni, p. 95",<p>He was mentioned in letters of Luigi Alamanni.</p>
1172,68,110,1524-04-10,1524,4,1524-05-22,1524,8,,false,false,"Bramanti, Lettere di Luigi Alamanni, pp. 71-75",<p>Guest of Giuliano Bonaccorsi in Aix.</p>
1173,68,124,1524-08-25,1524,8,1524-10-08,1524,10,,false,false,"Bramanti, Lettere di Luigi Alamanni, pp. 76-90","<p>With Luigi Alamanni, he sent letters to Battista Della Palla.</p>"
1169,68,129,1524-01-20,1524,1,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 64","<p>With Luigi Alamanni, he sent a letter to Battista Della Palla.</p>"
1170,68,126,,1524,1,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 65","<p>In a letter to Battista Della Palla (20/01), Buondelmonti said that he was about to go to Marseille.</p>"
1302,198,145,1524-11-12,1524,11,,,,Agent of the Florentine exiles,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, p. 93</p>",<p>He appears in a letter of Luigi Alamanni to Battista Della Palla. He sent letters to Luigi Alamanni and Piero Soderini.</p>
1056,67,110,1524-04-10,1524,4,1525-05-18,1525,5,,false,true,"10-4-1524: Bramanti, Lettere di Luigi Alamanni, p. 71
- dal 4-1-1525 al  18-5-1525: Bramanti, Lettere di Luigi Alamanni, pp. 95-96","<p>10-4-1524: He gave hospitality to Luigi Alamanni and Zanobi Buondelmonti at his residence in Aix&nbsp;-</p>
<p>4-1-1525 - 18-5-1525: He was mentioned in letters of Luigi Alamanni.</p>"
961,66,1,1524-10-08,1524,10,,,,Exile,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 89",<p>He was mentioned in a letter of Luigi Alamanni.</p>
1168,68,116,,1524,1,,,,,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, p. 65.</p>","<p>In a letter to Della Palla (20/01), Buondelmonti said that he has been in Avignon in the previous days.</p>"
988,89,110,1524-10-02,1524,10,1524-10-04,1524,10,Agent of the Florentine anti-Medici faction,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 85-87&nbsp;</p>",<p>Luigi Alamanni sent letters to Della Palla.</p>
987,89,116,1524-08-25,1524,8,1524-09-23,1524,9,Agent of the Florentine anti-Medici faction,false,false,"Bramanti, Lettere di Luigi Alamanni, pp. 76-84",<p>Luigi Alamanni sent a letter to Della Palla. The King and his court moved to Avignon with the army.</p>
986,89,1,1524-03-03,1524,3,,,,Agent of the Florentine anti-Medici faction,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 68",<p>Luigi Alamanni sent a letter to him.</p>
1286,58,124,,1524,,,1527,,Merchant,true,true,,
1371,306,124,1523-12-02,1523,12,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXII, num. 374</p>",<p>Bill of exchange sent from Girolamo and Domenico Boccianti to Giovan Battista Salviati.</p>
983,89,122,1523-07-28,1523,7,,,,Agent of the Florentine anti-Medici faction,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 52",<p>Luigi Alamanni sent a letter to him. The King and his court were moving to Lyon.</p>
984,89,124,1523-08-23,1523,8,1523-11-11,1523,11,Agent of the Florentine anti-Medici faction,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 56-63.</p>",<p>Luigi Alamanni sent letters to Della Palla.</p>
960,66,124,1523-07-28,1523,7,1523-08-19,1523,8,Exile,false,false,"<p>28-7-1523: Bramanti, Lettere di Luigi Alamanni, p. 53 -19-8-1523: Bramanti, Lettere di Luigi Alamanni, p. 56.</p>",<p>28-7-1523-19-8-1523: He was mentioned in letters of Luigi Alamanni.</p>
1053,67,128,,1523,5,,,,,false,true,"Hauvette, Un exilé florentin à la Cour de France au XVIe siècle. Luigi Alamanni, p. 44",<p>He was mentioned in letters of Luigi Alamanni.</p>
1085,56,115,,1523,1,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 51","<p>In his trip to Paris, he made a stop in Auxonne where he met Battista Della Palla.</p>"
1451,94,124,,1523,,,,,Merchant,false,true,"<p>DBI, ad vocem</p>",<p>Gondi and Roberto Albizzi made a loan to the city of Lyon</p>
1087,56,128,,1523,5,,,,,false,false,"Hauvette, Un exilé florentin à la Cour de France au XVIe siècle. Luigi Alamanni, p. 44",<p>He went to Normandie with Giuliano Buonaccorsi.</p>
1167,68,124,1523-07-28,1523,7,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 52",<p>With Luigi Alamanni he sent a letter to Battista Della Palla&nbsp;</p>
1166,68,128,,1523,5,,,,,false,false,"Hauvette, Un exilé florentin à la Cour de France au XVIe siècle. Luigi Alamanni, p. 44",<p>He went in Normandia with Giuliano Buonaccorsi and Luigi Alamanni.</p>
1165,68,1,,1523,2,,,,,false,false,"Hauvette, Un exilé florentin à la Cour de France au XVIe siècle. Luigi Alamanni, p. 44",<p>He was at the Court in Paris.</p>
1372,309,124,1523-12-02,1523,12,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXII, num. 374</p>",<p>Bill of exchange sent from Girolamo and Domenico Boccianti to Giovan Battista Salviati</p>
1036,93,124,1523-01-12,1523,1,1523-11-02,1523,11,Agent of the Soderini family,false,false,"<p>12-1-1523: Bramanti, Lettere di Luigi Alamanni, p. 51 - 3-1523: DBI, ad vocem - 19-8-1523 e 2-11-1523: Bramanti, Lettere di Luigi Alamanni, pp. 58-62.</p>",<p>12-1-1523: He was mentioned in a letter of Luigi Alamanni - 3-1523: Letters to him written by Francesco Soderini were discovered. - 19-8 e 2-11-1523: He was mentioned in letters of Luigi Alamanni.</p>
1086,56,1,,1523,2,,,,,false,false,"Hauvette, Un exilé florentin à la Cour de France au XVIe siècle. Luigi Alamanni, p. 44","<p>He moved to Paris, to the French Court.</p>"
1054,67,124,,1523,11,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, pp. 61-62",<p>He was mentioned in letters of Luigi Alamanni.</p>
959,66,1,1523-01-06,1523,1,,,,Exile,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 49",<p>He stayed at the Court. He was mentioned in a letter of Luigi Alamanni.</p>
1088,56,124,1523-07-28,1523,7,,,,,false,false,"Bramanti, Lettere di Luigi Alamanni, p. 52",<p>Alamanni wrote a letter to Battista Della Palla.</p>
1373,308,124,1523-12-02,1523,12,,,,Merchant,false,true,"<p>SNSPi, Archivio Salviati, Il Diplomatico, Filze 1, XXII, num. 374</p>",<p>Bill of exchange sent from Girolamo and Domenico Boccianti to Giovan Battista Salviati</p>
1139,65,124,,1522,,1523-07-28,1523,7,Merchant,false,true,"<p>1522: DBI, ad vocem - 1523: Bramanti, Lettere di Luigi Alamanni, p. 53.</p>",<p>1522: He sent a letter to Francesco Del Nero - 1523: He is mentioned in a letter of Luigi Alamannni.</p>
1035,93,124,,1522,9,,,,Merchant,false,false,"<p>DBI, ad vocem.</p>",<p>He was leaving for Italy.</p>
1084,56,124,1522-08-20,1522,8,1523-01-12,1523,1,,false,false,"<p>20, 21 and 22-8-1522: Bramanti, Lettere di Luigi Alamanni, pp. 39-42</p>
<p>From 21-12-1522 to 12-1-1523: Bramanti, Lettere di Luigi Alamanni, pp. 45-51</p>","<p>Alamanni wrote letters to Battista Della Palla. After the involvement in an anti-Medici conspiracy (1522), he escaped from Florence and found refuge in Lyon.</p>"
1452,94,124,,1522,,,,,Merchant,true,true,,
1309,67,1,,1522,,,,,Courtesan,false,true,"<p>DBI, ad vocem.</p>",<p>He became notary and royal secretary.</p>
982,89,1,1522-08-21,1522,8,1523-01-12,1523,1,Agent of the Florentine anti-Medici faction,false,false,"21 e 22-8-1522: Bramanti, Lettere di Luigi Alamanni, p. 40
-12-9-1522: Bramanti, Lettere di Luigi Alamanni, p. 43
- dal 21-12-1522 al  12-1-1523: Bramanti, Lettere di Luigi Alamanni, pp. 45-51",<p>Luigi Alamanni sent letters to Della Palla.</p>
980,89,142,,1522,3,,,,Agent of the Florentine anti-Medici faction,false,false,"<p>DBI, ad vocem.</p>",<p>He moved to France to seek help for the Florentine anti-Medici faction.</p>
1164,68,124,1522-08-20,1522,8,1523-01-12,1523,1,Exile,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, pp. 39-42 e pp. 45-51</p>",<p>He sent letters from France with Luigi Alamanni.</p>
981,89,124,1522-07-21,1522,7,,,,Agent of the Florentine anti-Medici faction,false,false,"<p>Bramanti, Lettere di Luigi Alamanni, p. 36.</p>",<p>Luigi Alamanni sent a letter to Della Palla who was at the French court.</p>
1052,67,1,,1522,12,,,,Courtesan,false,true,"Bramanti, Lettere di Luigi Alamanni, p. 47",<p>He was mentioned in a letter of Luigi Alamanni.</p>
